,id,name,short_description,thumbnail_url
590,172872285,Đĩa Đựng Gia Vị Nhiều Mẫu - Đĩa Đựng Gia Vị Lúa Mạch Nhiều Hình,"       Trong mỗi bữa ăn gia đình đều không thể thiếu được sự hiện diện của các món gia vị, nước chấm. Chúng làm cho món ăn trở nên đậm đà và ngon miệng hơn.   Vì vậy, những chiếc, đĩa, bát đựng g...",https://salt.tikicdn.com/cache/280x280/ts/product/38/7d/d0/24d0d90de42be31aec9c504775ecd37f.jpg
591,165987520,"Hũ đựng gia vị, lọ đựng gia vị nước tương bằng nhựa - 3 size	",...,https://salt.tikicdn.com/cache/280x280/ts/product/73/06/7a/22a181aaa8ce32854e98e776ec87b6e2.jpg
592,177726844,"Set Gia vị nấu phở bò - gà Vipep (Hạt ngò, Tiểu hồi, Thảo quả,..) tiện lợi nấu tại nhà",Gia vị nấu phở Vipep là sự tích hợp các gia vị tự nhiên giúp các bạn trẻ dễ dàng tự tay vào bếp chế biến phở Hà Nội hay phở Sài Gòn tuỳ thích.- Quy cách đóng gói: Gói 25g- Thương hiệu sản xuất: Việt N...,https://salt.tikicdn.com/cache/280x280/ts/product/b9/f7/df/e1e21d6198945fc501f94d4556a2e742.jpg
593,168954691,"Hủ Đựng Gia Vị thủy tinh chống ẩm, lọ đựng gia vị kèm muỗng","       Hũ đựng gia vị thuỷ tinh thiết kế muỗng nắp là mẫu hiện đại và mới nhất 2022 để đựng gia vị - có muỗng gia vị gắn liền với nắp để tiện sử dụng 1 tay.   Dung tích mỗi lọ là 250ml, kèm theo ...",https://salt.tikicdn.com/cache/280x280/ts/product/23/fe/b9/fd8feb57264017f8ea17383b23a4431b.jpg
594,170438494,"SALE️️ Lọ Đựng Gia Vị, Hũ Đựng Gia Vị Kèm Muỗng Mẫu Mới 2021",       ️️CAM KẾT 1 ĐỔI 1 TRONG 7 NGÀY NẾU CÓ LỖI CỦA SHOP HOẶC NHÀ SẢN XUẤT    TỔNG KHO BUÔN. BÁN LẺ = GIÁ BÁN BUÔN .️️    UY TÍN TẠO THƯƠNG HIỆU NIỀM TIN    ️️️️️️️️️️️️   ----- TÍNH NĂNG CƠ ...,https://salt.tikicdn.com/cache/280x280/ts/product/8a/85/2d/c2289ca020b7e7e93b45b1e8880b59d7.jpg
595,177961068,Hộp đựng gia vị thủy tinh xinh đẹp | Bộ lọ đựng gia vị muối nhà bếp | Hũ gia vị bột ngọt bảo quản kín hộp gia vị,       THÔNG TIN SẢN PHẨM   - Chiều cao: 14.5cm   - Đường kính đáy: 6cm   - Dung tích: 250ml   Chất liệu : thủy tinh cao cấp + Nắp nhựa kèm muỗng   Sản phẩm hữu ích dành cho các mẹ thích nội ...,https://salt.tikicdn.com/cache/280x280/ts/product/2b/bb/06/4f60d572a5b06c97d86df06e08a6742f.jpg
596,170398645,"Lọ Đựng Gia Vị, Hũ Đựng Gia Vị Kèm Muỗng Mẫu Mới","       Lọ Đựng Gia Vị, Hũ Đựng Gia Vị Kèm Muỗng Mẫu Mới   THÔNG TIN SẢN PHẨM   - Chiều cao: 15cm   - Đường kính đáy: 6.5cm   - Dung tích: 250ml   Chất liệu : thủy tinh cao cấp + Nắp nhựa kèm ...",https://salt.tikicdn.com/cache/280x280/ts/product/4a/5c/58/dbad417fc8fe8de89c24a6d6b6930741.jpg
597,177999201,lọ đựng gia vị thủy tinh hũ đựng gia vị kèm thìa,"       lọ đựng gia vị thủy tinh hũ đựng gia vị kèm thìa   Chất liệu : THỦY TINH   Với bộ đựng gia vị nhỏ xinh này, góc bếp gia đình trở nên đẹp mắt và gọn gàng hẳn lên   Lọ đựng gia vị được sản...",https://salt.tikicdn.com/cache/280x280/ts/product/43/83/63/a1ec7c2ddabe398ef5844a9800d418c0.jpg
598,177534520,"Bộ 5 Hũ Thuỷ Tinh Đựng Gia Vị, Bộ Hũ Gia Vị","       Bộ 5 Hủ Thuỷ Tinh Đựng Gia Vị, Bộ Gia Vị Thủy Tinh 5 Món Có Tay Cầm   - Gia vị là những nguyên liệu nấu ăn không thể thiếu trong căn bếp của mọi gia đình. Để bảo quản an toàn cho các loại ...",https://salt.tikicdn.com/cache/280x280/ts/product/63/34/5e/90d74551c27c6cea5d5a603d56d9dab0.jpg
599,153998376,Hũ gia vị B02523,"       Hũ làm từ chất liệu thuỷ tinh cao cấp của hãng Ocean nổi tiếng về dòng sản phẩm thuỷ tinh, chất liệu dày dặn, sáng bóng, kiểu dáng, màu sắc sang trọng, tinh tế   Bảo quản tốt các loại gia ...",https://salt.tikicdn.com/cache/280x280/ts/product/31/cd/6e/bcacb485a3e766f388361f9bc58b4ae2.jpg
600,149140642,Hũ gia vị 66,"       Hũ nhựa có đường kính 8.7cm và chiều cao 6.7cm (k tính nắp)   Thiết kế đơn giản, đẹp mắt và sang trọng, giúp phòng bếp gọn gàng, sạch sẽ và sang trọng hơn   Dùng đựng các loại gia vị muối...",https://salt.tikicdn.com/cache/280x280/ts/product/4d/62/f7/10e3406cfc93d8dda8301438ebf116d6.jpg
601,153467083,"Bộ 5 Hũ Thuỷ Tinh Đựng Gia Vị, Bộ Gia Vị","       Bộ 5 Hủ Thuỷ Tinh Đựng Gia Vị, Bộ Gia Vị Thủy Tinh 5 Món Có Tay Cầm   - Gia vị là những nguyên liệu nấu ăn không thể thiếu trong căn bếp của mọi gia đình. Để bảo quản an toàn cho các loại ...",https://salt.tikicdn.com/cache/280x280/ts/product/9e/df/06/1d3ae3bdd2424aae0d447d36d814f39e.jpg
602,172279721,Set 5 hũ gia vị thủy tinh đựng gia vị siêu đẹp,"       SÉT 5 HŨ GIA VỊ THUỶ TINH ĐỰNG GIA VỊ SANG QUÁ E LÀM NGAY 1 BỘ NHÀ DÙNG, ĐỰNG GIA VỊ BẰNG LỌ THUỶ TINH LÀ EM YÊN TÂM LẮM   Sỉ đầu thùng giá siêu tốt   Set gồm : 5 hũ gia vị ( giấm, gia vị...",https://salt.tikicdn.com/cache/280x280/ts/product/ba/e6/63/194f27492e672b08cca4416d46189d34.jpg
603,46187588,Bột Tiêu 500G (490G)/99 Kèm vị Mã 193.,"Sản phẩm được lựa chọn sản xuất trên dây chuyền hiện đại, sau khi đã lựa chọn kỹ lưỡng nguồn nguyên liệu sạch, đảm bảo cho sức khỏe người sử dụng mà còn giữ lại những vị đặc trưng của từng loại gia vị...",https://salt.tikicdn.com/cache/280x280/ts/product/8b/42/67/c57f31a36456f003209c19d82b7843e5.jpg
604,168552299,"Lọ đựng gia vị , hũ thủy tinh đựng gia vị kèm muỗng nắp nhựa 250ml",       NgỐ Decor: Chuyên cung cấp sỉ/lẻ đồ trang trí   -------------------------------------------------------------------------------------------------------------   - Tên sản phẩm: Hũ đựng ...,https://salt.tikicdn.com/cache/280x280/ts/product/9e/e1/a3/1d0b52b9951043879f9fbf95e6e2bdad.jpg
605,170168728,"Lọ Đựng Gia Vị, Hũ Đựng Gia Vị Kèm Muỗng Mẫu Mới 2021 - Hàng nhập khẩu","       LEON OFFICIAL giới thiệu dòng sản phẩm mới:    HỘP ĐỰNG GIA VỊ KÈM THÌA CAO CẤP     Chất liệu : THỦY TINH    Với bộ đựng gia vị nhỏ xinh này, góc bếp gia đình trở nên đẹp mắt và gọ...",https://salt.tikicdn.com/cache/280x280/ts/product/d0/24/26/8de113e119869d21f7de2c6cab20e22a.jpg
606,171171658,Lọ đựng gia vị - hũ đựng gia vị thủy tinh kèm thìa cao cấp,"       Lọ đựng gia vị - hũ đựng gia vị thủy tinh kèm thìa cao cấp   Hũ đựng gia vị thuỷ tinh Hũ gia vị kèm muỗng   Hũ đựng gia vị thuỷ tinh cao cấp, chịu được nhiệt độ thường, sạch đẹp, an toàn,...",https://salt.tikicdn.com/cache/280x280/ts/product/78/68/89/e9ef7e9c75ecac3074d38455f559b727.jpg
607,34623852,Hạt Nêm Vị Rong Biển 144G Ajinomoto - Nội Địa Nhật Bản,"Giới thiệu sản phẩm Hạt nêm vị rong biển 144g Ajinomoto - 4901001117062Hạt nêm vị rong biển 144g Ajinomoto - 4901001117062 công thức bổ sung thêm chất dinh dưỡng phù hợp với khẩu vị của các bé,...",https://salt.tikicdn.com/cache/280x280/ts/product/55/ae/fc/d3d12385575e351628f305afd5a26266.jpeg
608,46186433,Bột quế Thành Lộc G500g Kèm vị Mã 011.,"Sản phẩm được lựa chọn sản xuất trên dây chuyền hiện đại, sau khi đã lựa chọn kỹ lưỡng nguồn nguyên liệu sạch, đảm bảo cho sức khỏe người sử dụng mà còn giữ lại những vị đặc trưng của từng loại gia vị...",https://salt.tikicdn.com/cache/280x280/ts/product/4d/49/6f/6a58f5b27b4547550f0daecdf1993e25.jpg
609,158202156,"Hộp Đựng Gia Vị, Hũ Đựng Gia Vị Kèm Muỗng Mẫu Mới 2021 Siêu Tiện Lợi","       Lọ Đựng Gia Vị, Hũ Đựng Gia Vị Kèm Muỗng Mẫu Mới 2021    Chất liệu : THỦY TINH    Với bộ đựng gia vị nhỏ xinh này, góc bếp gia đình trở nên đẹp mắt và gọn gàng hẳn lên    Lọ đựng gia vị ...",https://salt.tikicdn.com/cache/280x280/ts/product/cb/3e/c5/934077494f592bab8d77779fed152f2f.jpg
610,169299149,HŨ GIA VỊ SỨ ỚT CHUÔNGLỌ GIA VỊ SỨ,       BỘ GIA VỊ ỚT CHUÔNG   KIỂU DÁNG MỚI HIỆN ĐẠI   CHẤT LIỆU SỨ   GỒM:   -1khay   -3hũ   -3thìa   Hàng bao đẹp   Bao vỡ   ...,https://salt.tikicdn.com/cache/280x280/ts/product/3a/9e/3c/302717b76946b093e9570fefc48ea4ad.jpg
611,178526155,Gia vị nêm vị gà Vedan 900g - 10438,Hình ảnh sản phẩm có thể khác với hình ảnh thực tế tại cửa hàng...,https://salt.tikicdn.com/cache/280x280/ts/product/85/6f/f3/3c72cdd122e5432abcddccaee65b8489.png
612,171089760,Gia vị thịt nướng ngũ vị BARONA 80g (gói)-8936028040747,"Với sốt gia vị Thịt nướng Ngũ vị Barona, sẽ làm cho món thịt nướng ngũ vị trở nên đậm đà, thơm ngon hấp dẫn đến miếng cuối cùng, kích thích vị giác của người dùng.Thành phần: Chất chiết từ rau củ quả...",https://salt.tikicdn.com/cache/280x280/ts/product/d6/47/51/32766e6c60813f5ad2b796825f850e38.jpg
613,178247628,"Hạt tiêu sọ xay Vipep 100% tự nhiên, thơm chuẩn vị, giúp khử tanh thực phẩm hiệu quả 500g","Tiêu sọ xay Vipep được xay nhuyễn từ 100% hạt tiêu sọ nguyên chất, đảm bảo “Không màu tổng hợp, không chất bảo quản, không tạp chất”- Quy cách đóng gói: Hũ (50g - 100g - 250g - 500g)- Thương hiệu sản...",https://salt.tikicdn.com/cache/280x280/ts/product/3f/b6/25/e42e8ab7fac47473d5ccd76c8b5a8183.jpg
